Count,Status,Service,Message
"≈10K","warn","vrc-rona-service","Invalid value as ReasonCode {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""973318f5-9881-48b3-8e5c-5752f4ab364c"", ""address"": ""973318f5-9881-48b3-8e5c-5752f4ab364c""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""defaultStation"": null}], ""queues"": [{""queueId"": ""dd346726-c92e-4a18-95f3-8914cb0bf4a7"", ""proficiency"": 8}], ""matchingAttributes"": [{""category"": ""Department"", ""value"": ""Dummy""}], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""multiplicity"": 1, ""autoAnswer"": false, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""973318f5-9881-48b3-8e5c-5752f4ab364c"", ""address"": ""973318f5-9881-48b3-8e5c-5752f4ab364c""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@ucmsg.net"", ""multiplicity"": 1, ""autoAnswer"": false, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": null}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""YOVRUD"", ""accountId"": ""YOVRUD"", ""deletePending"": false} in the ConsumerRecord"
"≈10K","info","vrc-metrics-service","methodName:updateAgent - Agent [wildcard]*[/wildcard] entry is missing from agentMap, can't update an agent with no previous state, adding new agent to agentMap: AgentEntry(id=[wildcard]*[/wildcard], tenantId=XLMUYK, attributes=Attributes(attributeList=[channel.chat, channel.email, channel.voice]), activeServiceSet=[], channels=[voice, chat, email], previousChannels=[], channelToStateMap={voice=LOGGED_OUT, chat=LOGGED_OUT, email=LOGGED_OUT}, channelToAuxStateMap={voice=AUX_STATE_READY, chat=AUX_STATE_READY, email=AUX_STATE_READY}, writeCounter=0, readCounter=0, taskId=0)"
"≈10K","info","vrc-metrics-service","findOffsetsForActiveTasks. Current LagInfo : , partition : [wildcard]*[/wildcard], endOffset: [wildcard][1454-317227][/wildcard], commitOffset: [wildcard][1454-317227][/wildcard], lag: 0, partition : [wildcard]*[/wildcard], endOffset: [wildcard][1375-1655155][/wildcard], commitOffset: [wildcard][1375-1655155][/wildcard], lag: 0, partition : [wildcard]*[/wildcard], endOffset: [wildcard][328-344959][/wildcard], commitOffset: [wildcard][328-344959][/wildcard], lag: 0"
"≈10K","info","vrc-matching-service","findOffsetsForActiveTasks. Current LagInfo : , partition : match-command-by-engagement-0, endOffset: [wildcard][14951-495852040][/wildcard], commitOffset: [wildcard][14951-495852040][/wildcard], lag: 0, partition : match-agent-admin-0, endOffset: [wildcard][10747-3173666][/wildcard], commitOffset: [wildcard][10747-3173666][/wildcard], lag: 0, partition : match-agent-availability-0, endOffset: [wildcard][77966-1101403505][/wildcard], commitOffset: [wildcard][77966-1101403505][/wildcard], lag: 0"
"≈10K","info","ix-virtual-load-tester","[Connection to InfluxDB restored after error.]"
"≈10K","info","media-store","adding account data for accountId: [wildcard]*[/wildcard] to open search"
"≈10K","info","journey-service","Get Journey request received query: class JourneyQuery { class Identifiers { identifiers: {emailAddresses=[[wildcard]*[/wildcard]]} } startDate: JsonNullable[[wildcard]*[/wildcard]] endDate: JsonNullable[[wildcard]*[/wildcard]] conversation: JsonNullable.undefined agentId: JsonNullable.undefined channelIds: JsonNullable.undefined }, pageSize: [wildcard][20-50][/wildcard], pageNumber: [wildcard][1-7][/wildcard], accountId: [wildcard]*[/wildcard], traceId: [wildcard]*[/wildcard]"
"≈10K","info","vrc-matching-engagement","consumeRecords, Notifying message listeners of [MatchingAttributeCreated] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][81-410][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""attributeId"": ""[wildcard]*[/wildcard]"", ""category"": ""[wildcard]*[/wildcard]"", ""tenantId"": ""[wildcard]*[/wildcard]"", ""value"": ""[wildcard]*[/wildcard]""}"
"≈10K","info","ix-dsk-request-service","Processing message reqId = [wildcard]*[/wildcard] requestType=[wildcard]*[/wildcard]"
"≈10K","info","vrc-availability-service","messageReceived, adding Admin Agent to cache, value=[{""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": null, ""channelIntegrations"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": false, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": null, ""channelIntegrations"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}, ""channelIntegrations"": null}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""XLMUYK"", ""accountId"": ""XLMUYK""}]"
"≈10K","warn","vrc-rona-service","Invalid value as ReasonCode {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""autoAnswer"": false, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""XLMUYK"", ""accountId"": ""XLMUYK"", ""deletePending"": false} in the ConsumerRecord"
"≈10K","info","vrc-metrics-service","methodName:processCahcedAgents - Check for agentId [wildcard]*[/wildcard] in admin cache returned: AdminAgent(id=[wildcard]*[/wildcard], tenantId=[wildcard]*[/wildcard], attributes=Attributes(attributeList=[channel.[wildcard]*[/wildcard], [wildcard]*[/wildcard].[wildcard]*[/wildcard], [wildcard]*[/wildcard].[wildcard]*[/wildcard], [wildcard]*[/wildcard].[wildcard]*[/wildcard][wildcard]*[/wildcard]]), channels=[[wildcard]*[/wildcard][wildcard]*[/wildcard]], previousChannels=[[wildcard]*[/wildcard]])"
"≈10K","info","vrc-metrics-service","MethodName:processAdminAgentEvent - Received AdminAgentEvent: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""rona"": 30, ""password"": null, ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""rona"": 30, ""password"": null, ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""XLMUYK"", ""accountId"": ""XLMUYK""}"
"≈10K","info","ix-dsk-admin-connector","consumeRecords, Notifying message listeners of [AdfProvider] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][780-191317][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""providerId"": ""[wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]"", ""channels"": [""[wildcard]*[/wildcard]""], ""name"": ""[wildcard]*[/wildcard]"", ""type"": [wildcard]*[/wildcard], ""sipHostPreferenceId"": [wildcard]*[/wildcard], ""sipHost"": [wildcard]*[/wildcard], ""sipPortPreferenceId"": [wildcard]*[/wildcard], ""sipPort"": [wildcard]*[/wildcard], ""sipSecurePreferenceId"": [wildcard]*[/wildcard], ""sipSecure"": [wildcard]*[/wildcard], ""sipRealmPreferenceId"": [wildcard]*[/wildcard], ""sipRealm"": [wildcard]*[/wildcard]}"
"≈10K","info","ix-virtual-load-tester","[ACW detected, waiting 12s before completing, agent:[wildcard]*[/wildcard]@avaya-dev9.ec.avayacloud.com [AFTER_CONTACT_WORK], channel VOICE, interactionType: CALLED engagementId: [wildcard]*[/wildcard], interactionId: [wildcard]*[/wildcard], dialogId [wildcard]*[/wildcard]]"
"≈10K","info","media-store","Folder PUBLIC with uuid 6268439b-854a-355b-aca2-552877f25391 added successfully, time taken: [wildcard][3-8][/wildcard]"
"≈10K","info","ix-dsk-connector","Adding reasonCodeUuid to cache, key=[[wildcard]*[/wildcard]] value=[[wildcard]*[/wildcard]]"
"≈10K","info","journey-service","Sending query to elasticsearch. (identifiers={""emailAddresses"":[""xxxxtomer@test.com""],""phoneNumbers"":[""xxxx1231231""]}, fromDate=[wildcard][1668148132525-1702275905055][/wildcard], toDate=[wildcard][1670803199595-1710223706262][/wildcard], tenant=[wildcard]*[/wildcard], coversationId=Optional.empty, agentId=Optional.empty, channelIds=Optional.empty, pageRequest=Optional[Page request [number: [wildcard][1-12][/wildcard], size [wildcard][20-50][/wildcard], sort: UNSORTED]], traceId=[wildcard]*[/wildcard]"
"≈10K","info","vrc-rona-service","process, processed : taskId==[[wildcard]*[/wildcard]], topic=[[wildcard]*[/wildcard]], [[wildcard]*[/wildcard]] Event, key=[[wildcard]*[/wildcard]]"
"≈10K","info","vrc-rona-service","getConsumerLagInfo: Stream Tasks running in this pod for org.apache.kafka.streams.KafkaStreams@[wildcard]*[/wildcard]are active-tasks [[wildcard][0-1][/wildcard], [wildcard][2-3][/wildcard], [wildcard][4-5][/wildcard], [wildcard][6-7][/wildcard], [wildcard][8-9][/wildcard], [wildcard][10-11][/wildcard]] and standBy-tasks [[wildcard][0-1][/wildcard], [wildcard][2-3][/wildcard], [wildcard][4-5][/wildcard], [wildcard][6-7][/wildcard], [wildcard][8-9][/wildcard], [wildcard][10-11][/wildcard]]."
"≈10K","info","vrc-rona-service","consumeRecords, Notifying message listeners of [Agent] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][37549-43773][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Email"", ""channelProvider"": {""channelProviderId"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d"", ""address"": ""8b7c2fd5-3abc-457e-ada8-33d0ce98bf3d""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": null}, {""channelId"": ""Chat"", ""channelProvider"": {""channelProviderId"": ""1141bb36-5589-4232-ae08-70b740e67299"", ""address"": ""1141bb36-5589-4232-ae08-70b740e67299""}, ""providerAgentId"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]@bulkapi.com"", ""multiplicity"": 1, ""autoAnswer"": false, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": null}, {""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""a185b1f9779e7284d5744c16a3d36393"", ""address"": ""7775130733193""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""autoAnswer"": true, ""afterContactWork"": true, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""XLMUYK"", ""accountId"": ""XLMUYK"", ""deletePending"": false}"
"≈10K","info","vrc-matching-engagement","messageReceived, adding queue to adminQueueCache [AdminQueue(id=[wildcard]*[/wildcard], name=[wildcard]*[/wildcard], accountId=[wildcard]*[/wildcard])]"
"≈10K","info","vrc-matching-engagement","messageReceived, received an AdminQueue event key=[[wildcard]*[/wildcard]], value=[{""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""queueId"": ""[wildcard]*[/wildcard]"", ""name"": ""[wildcard]*[/wildcard]"", ""description"": ""[wildcard]*[/wildcard][wildcard]*[/wildcard]"", ""accountDefault"": [wildcard]*[/wildcard], ""accountId"": ""[wildcard]*[/wildcard]""}]"
"≈10K","error","outbound-contacts-api","at reactor.core.publisher.[wildcard]*[/wildcard].subscribe([wildcard]*[/wildcard].java:[wildcard][53-4495][/wildcard])"
"≈10K","info","vrc-availability-service","consumeRecords, Notifying message listeners of [Agent] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][2697-12956][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": []}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""[wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]""}"
"≈10K","info","vrc-availability-service","consumeRecords, Notifying message listeners of [Agent] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][11144-16730][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [{""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""eb33ae706ef17050e46799c65f9eb4bf"", ""address"": ""7775130733018""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}}], ""queues"": [], ""matchingAttributes"": [{""category"": ""Department"", ""value"": ""Dummy""}], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": [{""channelId"": ""Voice"", ""channelProvider"": {""channelProviderId"": ""eb33ae706ef17050e46799c65f9eb4bf"", ""address"": ""7775130733018""}, ""providerAgentId"": ""[wildcard]*[/wildcard]"", ""providerAgentAddress"": ""[wildcard]*[/wildcard]"", ""multiplicity"": 1, ""integrationMultiplicities"": null, ""excludeNewContactChannels"": null, ""autoAnswer"": true, ""afterContactWork"": false, ""rona"": 30, ""password"": null, ""defaultStation"": {""extension"": ""[wildcard]*[/wildcard]""}, ""channelIntegrations"": null}]}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""YOVRUD"", ""accountId"": ""YOVRUD""}"
"≈10K","info","vrc-availability-service","messageReceived, adding Admin Agent to cache, value=[{""timestamp"": ""[wildcard]yyyy-MM-ddTHH:mm:ss.SSSXXX[/wildcard]"", ""agentId"": ""[wildcard]*[/wildcard]"", ""channels"": [], ""queues"": [], ""matchingAttributes"": [], ""profiles"": [{""agentProfileId"": ""[wildcard]*[/wildcard]"", ""name"": ""default"", ""channels"": []}], ""strategy"": ""GREATEST_NEED"", ""tenantId"": ""LMENHZ"", ""accountId"": ""LMENHZ""}]"
"≈10K","info","vrc-metrics-service","methodName:updateAgent - Agent [wildcard]*[/wildcard] entry is missing from agentMap, can't update an agent with no previous state, adding new agent to agentMap: AgentEntry(id=[wildcard]*[/wildcard], tenantId=[wildcard]*[/wildcard], attributes=Attributes(attributeList=[channel.chat, channel.email[wildcard]*[/wildcard]]), activeServiceSet=[], channels=[chat, email], previousChannels=[], channelToStateMap={chat=LOGGED_OUT, email=LOGGED_OUT}, channelToAuxStateMap={chat=AUX_STATE_READY, email=AUX_STATE_READY}, writeCounter=0, readCounter=0, taskId=0)"
"≈10K","error","pre-routing","nc: bad address 'digital-redis'"
"≈10K","info","ix-dsk-admin-connector","consumeRecords, Notifying message listeners of [AdfService] event, topic: [[wildcard]*[/wildcard]], offset:[[wildcard][1091-265737][/wildcard]], key: [[wildcard]*[/wildcard]], value: {""queueId"": ""[wildcard]*[/wildcard]"", ""queueName"": ""[wildcard]*[/wildcard]"", ""adfServiceId"": ""[wildcard]*[/wildcard]"", ""adfProviderId"": ""[wildcard]*[/wildcard]"", ""accountId"": ""[wildcard]*[/wildcard]""}"
"≈10K","info","analytics-cdr-consolidator","handleInputEvent(): Keys=[[[wildcard]*[/wildcard]]], measureData=[{[wildcard]*[/wildcard]=[wildcard]*[/wildcard]}], accountId=[wildcard]*[/wildcard], eventUniqueId=[wildcard]*[/wildcard], tableName=DialogDetail"
"≈10K","info","vrc-matching-service","Sending AgentAvailabilityEvent to match engine AgentAvailabilityFromAvro(agentId=[wildcard]*[/wildcard], tenantId=[wildcard]*[/wildcard], channels=[ChannelFromAvro(channelProviderId=[wildcard]*[/wildcard], channelId=[wildcard]*[/wildcard], derivedAvailable=[wildcard]*[/wildcard], loggedOut=[wildcard]*[/wildcard], activeEngagementCount=0, triggeringEngagementId=null)], offerResolvedType=null, offerResolvedChannel=null)"
"≈10K","info","ix-virtual-load-tester","[Agent[wildcard]*[/wildcard]@[wildcard]*[/wildcard]has changed state from READY to [wildcard]*[/wildcard]. Requested state is READY., agent:[wildcard]*[/wildcard]@[wildcard]*[/wildcard], state [wildcard]*[/wildcard]]"
"≈10K","warn","ix-dsk-media-connector","Exception caught during Deserialization, taskId: [wildcard]*[/wildcard], topic: desktop-connector-dead-letter-queue, partition: [wildcard][0-5][/wildcard], offset: [wildcard][9-4830][/wildcard]"
"≈10K","info","vrc-matching-engagement","getConsumerLagInfo: Stream Tasks running in this pod for org.apache.kafka.streams.KafkaStreams@[wildcard]*[/wildcard]are active-tasks [[wildcard][0-1][/wildcard], [wildcard][2-3][/wildcard], [wildcard][4-5][/wildcard], [wildcard][6-7][/wildcard], [wildcard][8-9][/wildcard], [wildcard][10-11][/wildcard]] and standBy-tasks [[wildcard][0-1][/wildcard], [wildcard][2-3][/wildcard], [wildcard][4-5][/wildcard], [wildcard][6-7][/wildcard], [wildcard][8-9][/wildcard], [wildcard][10-11][/wildcard]]."
"≈10K","info","vrc-matching-engagement","messageReceived, adding attribute to adminAttributeCache [AdminAttribute(id=[wildcard]*[/wildcard], value=[wildcard]*[/wildcard], category=AdminCategory(name=[wildcard]*[/wildcard], tenant=AdminTenant(id=[wildcard]*[/wildcard])))]"
"≈10K","info","vrc-availability-service","getConsumerLagInfo: Stream Tasks running in this pod for org.apache.kafka.streams.KafkaStreams@[wildcard]*[/wildcard]are active-tasks [1] and standBy-tasks []."
